x,y,velocity,intensity,distance,speed,angle,label,,,
-0.359524988,0.174204295,0.729718575,-0.697862418,0.128464853,0.081018176,0.250986701,1,,,
0.576510799,-0.697490264,-0.02931692,-0.473463394,-0.722854242,-0.98229468,-1.045067002,1,,,
1.000376075,-0.99095666,0.024899902,-0.033300889,-0.905279772,-0.906343761,-2.493500458,1,,,
-0.743652915,-0.765250051,0.567068132,-0.473463372,-0.72285426,-0.14683455,1.494031076,1,,,
2.104191853,0.156507459,0.187550367,-0.702245326,0.310890447,-0.678491004,-1.851465606,1,,,
0.594171846,0.729912898,1.000802706,-0.706574623,0.67574135,0.460772803,-0.500625085,2,,,
0.271857642,0.677213614,-2.740158086,-0.706093636,0.614932964,2.815251392,-0.285879786,2,,,
0.298349213,1.045328342,-0.788352415,-0.708210231,0.979783839,0.081018176,-0.285879789,2,,,
-1.790070239,-0.739311107,0.187550367,-0.646087017,-0.418811746,-0.678491004,2.728982469,1,,,
-1.759163428,-0.818750459,0.187550367,-0.629512999,-0.479620231,-0.678491004,2.8956272,1,,,
0.280688166,0.799918591,1.868271781,-0.706993213,0.736549989,1.675987409,-0.285879784,2,,,
-0.544966084,-0.595499048,1.055019532,-0.576818206,-0.601237292,0.536723728,0.910985923,1,,,
0.055509742,-0.61118853,-0.734135588,-0.5342988,-0.662045688,0.00506725,-0.071554885,1,,,
1.954072909,0.324723364,0.024899902,-0.704147834,0.432507394,-0.906343761,-1.613076573,1,,,
0.117323429,0.739645219,-1.330520604,-0.706574623,0.675741342,0.840527329,-0.178717334,2,,,
-1.211670823,1.105397612,-1.71003846,-0.708626008,1.10140096,1.372183908,0.577411896,2,,,
-2.072646994,0.177798423,-0.679918762,-0.703273171,0.371698731,-0.070883675,1.61651454,1,,,
-0.235897629,0.980375036,0.729718575,-0.707961403,0.918975535,0.081018176,0.035712431,2,,,
0.346917114,0.122700558,-1.54738791,-0.695785646,0.067656358,1.144331032,-0.393147103,1,,,
-0.571457612,0.097516008,1.217670011,-0.695785647,0.06765638,0.764576505,0.467980362,1,,,
1.848106683,0.075371496,-0.300401033,-0.69958786,0.189273485,-0.602540078,-1.731262483,1,,,
-0.165253412,0.490275278,-1.27630385,-0.704147834,0.432507378,0.764576505,0.035712436,1,,,
-0.315372356,1.531737116,-0.679918762,-0.70943223,1.466252063,-0.070883675,0.03571243,2,,,
