frame_num,x,y,z,velocity,is_line,screen_x,screen_y
1905,20.22554207,17.83725166,0,4.655044556,FALSE,1733,579
1905,20.22554207,17.83725166,0,5.013124943,FALSE,1733,579
1576,4.525098801,10.17812538,0,3.222723246,FALSE,1282,651
1576,4.396857262,10.86932182,0,3.222723246,FALSE,1259,636
1576,4.525098801,10.17812538,0,3.580803633,FALSE,1282,651
1576,4.763261795,10.71381664,0,3.580803633,FALSE,1283,639
1576,5.001425266,11.249506,0,3.580803633,FALSE,1284,628
1576,4.177014351,10.32585621,0,3.93888402,FALSE,1258,647
1576,4.763261795,10.71381664,0,3.93888402,FALSE,1283,639
559,0,30.48487663,0,11.45857143,FALSE,1010,515
559,0,29.89862823,0,11.81665134,FALSE,1010,516
559,0,30.48487663,0,11.81665134,FALSE,1010,515
559,1.97858572,31.59547997,0,11.81665134,FALSE,1050,513
559,1.007613063,32.22787094,0,11.81665134,FALSE,1031,511
559,0.934332132,29.88402557,0,12.17473221,FALSE,1031,516
559,0,30.48487663,0,12.17473221,FALSE,1010,515
559,3.022839069,32.10160828,0,12.17473221,FALSE,1071,511
559,-16.12180901,27.92379189,0,12.17473221,FALSE,638,520
412,0,23.4499054,0,-20.41057968,FALSE,1010,550
412,0,22.863657,0,-20.05249977,FALSE,1010,553
412,0,23.4499054,0,-20.05249977,FALSE,1010,550
412,0,24.03615189,0,-20.05249977,FALSE,1010,548
412,0,23.4499054,0,-19.69441986,FALSE,1010,550
412,0,24.03615189,0,-19.69441986,FALSE,1010,548
2318,0,29.31238174,0,-6.445446491,FALSE,1010,496
2318,0,28.72613335,0,-6.087366104,FALSE,1010,498
2318,0,29.31238174,0,-6.087366104,FALSE,1010,496
2217,-1.575540543,25.1593647,0,10.38433075,FALSE,970,538
2217,0,25.20864868,0,10.74241066,FALSE,1010,538
136,-2.711395264,21.52103233,0,10.38433075,FALSE,930,556
136,1.025933385,32.81383514,0,10.38433075,FALSE,1030,513
136,1.044253588,33.39979553,0,10.38433075,FALSE,1030,511
136,1.025933385,32.81383514,0,10.74241066,FALSE,1030,513
136,1.044253588,33.39979553,0,10.74241066,FALSE,1030,511
772,0,17.00118065,0,-5.729285717,FALSE,1010,556
772,0,17.58742905,0,-5.729285717,FALSE,1010,551
772,0,18.17367554,0,-5.729285717,FALSE,1010,547
772,1.703782082,18.09363365,0,-5.729285717,FALSE,1070,547
772,2.418271303,6.606268406,0,-3.580803633,FALSE,1226,770
772,2.61979413,7.15679121,0,-3.580803633,FALSE,1227,745
772,2.418271303,6.606268406,0,-3.222723246,FALSE,1226,770
772,2.61979413,7.15679121,0,-3.222723246,FALSE,1227,745
772,2.638114214,6.521593094,0,-2.864642859,FALSE,1248,774
772,3.297642708,6.214207649,0,-2.864642859,FALSE,1321,791
772,3.077799797,6.325975895,0,-2.506562471,FALSE,1296,784
772,0,7.034971237,0,-2.506562471,FALSE,1010,750
3693,1.392338157,22.23385811,0,-20.41057968,FALSE,1050,556
3693,1.428978562,22.81895828,0,-20.41057968,FALSE,1050,553
2675,-12.05471706,24.77673912,0,6.445446491,FALSE,700,540
100,-10.25933361,17.76968765,0,-0.358080357,FALSE,641,560
100,-7.328095436,28.3815918,0,-0.358080357,FALSE,844,520
3906,0,31.07112312,0,5.37120533,FALSE,1010,517
3906,-1.97858572,31.59547997,0,5.37120533,FALSE,970,516
2747,0,18.17367554,0,-11.45857143,FALSE,1010,558
2747,-1.172495246,18.72324753,0,-11.45857143,FALSE,970,554
2747,0,19.34617233,0,-11.45857143,FALSE,1010,551
2747,0,19.93241882,0,-11.45857143,FALSE,1010,548
2747,-3.755648613,23.74092865,0,-11.45857143,FALSE,909,533
2747,-2.308350086,24.51395607,0,-11.45857143,FALSE,949,530
2747,-3.938851357,24.89902496,0,-11.45857143,FALSE,908,529
2747,0,17.58742905,0,-11.10049152,FALSE,1010,561
2747,0,18.17367554,0,-11.10049152,FALSE,1010,558
2747,0,18.75992393,0,-11.10049152,FALSE,1010,554
2747,-0.604567885,19.33672333,0,-11.10049152,FALSE,990,551
2747,-1.245776176,19.89344978,0,-11.10049152,FALSE,970,548
2747,-3.004518986,23.84762955,0,-11.10049152,FALSE,929,532
2747,-1.502259493,23.98916054,0,-11.10049152,FALSE,970,532
2747,-3.077800035,24.42927933,0,-11.10049152,FALSE,929,531
2747,-2.363310814,25.09762383,0,-11.10049152,FALSE,949,529
2747,0,17.00118065,0,-10.74241066,FALSE,1010,565
2747,0,17.58742905,0,-10.74241066,FALSE,1010,561
2747,0,18.17367554,0,-10.74241066,FALSE,1010,558
2747,0,18.75992393,0,-10.74241066,FALSE,1010,554
2747,-1.209135771,19.30834961,0,-10.74241066,FALSE,970,551
2747,-3.755648613,23.74092865,0,-10.74241066,FALSE,909,533
2747,-3.847249985,24.31997681,0,-10.74241066,FALSE,909,531
2747,-4.726621628,24.76156235,0,-10.74241066,FALSE,888,529
2747,0,17.58742905,0,-10.38433075,FALSE,1010,561
2747,0,18.17367554,0,-10.38433075,FALSE,1010,558
2747,0.586247623,18.75076103,0,-10.38433075,FALSE,1030,554
61,-4.854863167,30.68949318,0,-1.790401816,FALSE,908,514
61,-6.796808243,30.31860924,0,-1.432321429,FALSE,866,515
61,-4.946464539,31.26854134,0,-1.432321429,FALSE,908,513
516,-4.433497429,4.682962418,0,4.655044556,FALSE,469,961
516,-3.847249985,4.423493862,0,5.013124943,FALSE,517,988
516,-4.231975079,4.865842819,0,5.013124943,FALSE,510,944
516,-4.616699696,5.308192253,0,5.013124943,FALSE,505,906
516,-3.847249985,4.423493862,0,5.37120533,FALSE,517,988
516,-4.231975079,4.865842819,0,5.37120533,FALSE,510,944
516,-4.616699696,5.308192253,0,5.37120533,FALSE,505,906
516,-4.433497429,4.682962418,0,5.729285717,FALSE,469,961
516,-4.616699696,5.308192253,0,5.729285717,FALSE,505,906
516,1.044253588,33.39979553,0,10.74241066,FALSE,1030,511
516,0,32.82986832,0,11.10049152,FALSE,1010,513
516,-2.05186677,32.76568604,0,11.10049152,FALSE,970,513
516,1.044253588,33.39979553,0,11.10049152,FALSE,1030,511
516,-1.044253588,33.39979553,0,11.10049152,FALSE,990,511
516,0,34.0023613,0,11.10049152,FALSE,1010,510
516,2.088507175,33.3507843,0,11.45857143,FALSE,1050,511
516,0,34.0023613,0,11.45857143,FALSE,1010,510
2143,-5.569352627,9.646402359,0,7.161607265,FALSE,657,705
2143,-5.569352627,9.646402359,0,7.161607265,FALSE,657,705
2143,-4.983104706,19.29948235,0,8.235848427,FALSE,846,571
574,-9.379961967,16.24657059,0,1.432321429,FALSE,642,570
3094,3.38924408,21.42474174,0,6.087366104,FALSE,1110,523
3094,4.873183727,21.73787308,0,6.087366104,FALSE,1152,522
1704,-12.01807594,20.81591797,0,2.148482084,FALSE,644,561
759,3.737328529,5.960134029,0,-5.729285717,FALSE,1395,764
759,4.286935806,6.301203251,0,-5.729285717,FALSE,1429,749
3350,0,18.17367554,0,-11.81665134,FALSE,1010,558
3350,0,18.75992393,0,-11.81665134,FALSE,1010,554
3350,0,19.34617233,0,-11.81665134,FALSE,1010,551
3350,0.622888088,19.92268372,0,-11.81665134,FALSE,1030,548
3350,-1.245776176,19.89344978,0,-11.81665134,FALSE,970,548
3350,0,20.51866722,0,-11.81665134,FALSE,1010,546
3350,0,17.58742905,0,-11.45857143,FALSE,1010,561
3350,0,18.17367554,0,-11.45857143,FALSE,1010,558
3350,0,18.75992393,0,-11.45857143,FALSE,1010,554
3350,0,19.34617233,0,-11.45857143,FALSE,1010,551
3350,0,19.93241882,0,-11.45857143,FALSE,1010,548
3350,0,20.51866722,0,-11.45857143,FALSE,1010,546
3350,0,18.17367554,0,-11.10049152,FALSE,1010,558
2602,5.276228428,7.755327225,0,0.358080357,FALSE,1409,753
2602,5.9174366,8.019307137,0,0.358080357,FALSE,1445,742
2602,5.605992794,8.940200806,0,0.358080357,FALSE,1384,710
2602,5.221268177,9.839161873,0,0.358080357,FALSE,1329,683
2602,4.671660423,8.803461075,0,0.716160715,FALSE,1326,714
2602,4.946464062,9.321310997,0,0.716160715,FALSE,1327,698
2602,5.605992794,8.940200806,0,0.716160715,FALSE,1384,710
2602,0,17.58742905,0,5.013124943,FALSE,1010,562
2602,0,18.17367554,0,5.013124943,FALSE,1010,557
2602,0,18.75992393,0,5.013124943,FALSE,1010,552
2602,0,19.34617233,0,5.013124943,FALSE,1010,547
2602,0,17.58742905,0,5.37120533,FALSE,1010,562
2602,1.135854721,18.13814545,0,5.37120533,FALSE,1049,557
2602,0.586247623,18.75076103,0,5.37120533,FALSE,1030,552
2602,0,19.34617233,0,5.37120533,FALSE,1010,547
2602,0.567927361,18.16479874,0,5.729285717,FALSE,1030,557
2602,0.586247623,18.75076103,0,5.729285717,FALSE,1030,552
2602,0,19.34617233,0,5.729285717,FALSE,1010,547
2602,5.276228428,7.755327225,0,-0.358080357,FALSE,1409,753
2602,5.605992794,8.240035057,0,-0.358080357,FALSE,1412,734
2602,5.93575716,8.724742889,0,-0.358080357,FALSE,1415,717
2291,0.879371405,28.12614059,0,-3.580803633,FALSE,1030,501
2291,-0.879371405,28.12614059,0,-3.580803633,FALSE,990,501
2291,0,28.13988495,0,-3.222723246,FALSE,1010,501
517,0,11.7249527,0,-6.087366104,FALSE,1010,620
517,0,12.31120014,0,-6.087366104,FALSE,1010,610
517,0,12.89744759,0,-6.087366104,FALSE,1010,601
517,-0.458005965,14.64903259,0,-6.087366104,FALSE,991,580
517,0,15.24243832,0,-6.087366104,FALSE,1010,573
517,0,11.7249527,0,-5.729285717,FALSE,1010,620
517,0,12.31120014,0,-5.729285717,FALSE,1010,610
517,0,12.89744759,0,-5.729285717,FALSE,1010,601
517,0.366404772,11.71922684,0,-5.37120533,FALSE,1029,620
517,0.384725004,12.30518723,0,-5.37120533,FALSE,1030,610
517,1.209135771,12.84064388,0,-5.37120533,FALSE,1069,602
517,0,21.69116211,0,-4.655044556,FALSE,1010,524
517,-0.659528553,21.0946064,0,-4.296964169,FALSE,990,528
517,0,21.69116211,0,-4.296964169,FALSE,1010,524
517,2.638114214,6.521593094,0,-2.864642859,FALSE,1248,774
517,-0.219842851,7.031535149,0,-2.864642859,FALSE,991,750
678,8.207467079,14.21575069,0,0.358080357,FALSE,1377,586
678,8.500590324,14.72345352,0,0.358080357,FALSE,1377,582
678,8.207467079,14.21575069,0,0.716160715,FALSE,1377,586
678,7.969303608,15.01766777,0,0.716160715,FALSE,1348,580
678,9.3433218,14.90033531,0,0.716160715,FALSE,1409,580
678,7.969303608,15.01766777,0,1.074241042,FALSE,1348,580
158,1.758742809,28.08487129,0,8.235848427,FALSE,1050,520
158,0.897691667,28.71210289,0,8.235848427,FALSE,1031,519
158,0,27.55363846,0,8.593928337,FALSE,1010,522
158,0.879371405,28.12614059,0,8.593928337,FALSE,1031,520
158,0.897691667,28.71210289,0,8.593928337,FALSE,1031,519
158,4.763261795,3.417596579,0,-2.148482084,FALSE,1829,976
158,2.564833403,5.2716465,0,-2.148482084,FALSE,1306,803
296,0,31.65737152,0,0.358080357,FALSE,1010,512
296,1.007613063,32.22787094,0,0.358080357,FALSE,1031,511
1077,-1.190815449,7.527611732,0,-1.432321429,FALSE,918,762
1077,-1.025933385,8.143094063,0,-1.432321429,FALSE,936,737
1077,-0.952652395,7.561443806,0,-1.074241042,FALSE,937,761
1077,-0.769450068,8.171319008,0,-1.074241042,FALSE,955,737
1077,-1.099214315,8.724742889,0,-1.074241042,FALSE,935,717
1077,-0.769450068,8.171319008,0,-0.716160715,FALSE,955,737
530,7.621219158,17.1421051,0,2.506562471,FALSE,1294,564
530,8.463950157,17.39643478,0,2.506562471,FALSE,1321,562
530,7.383055687,16.60641289,0,2.864642859,FALSE,1294,568
530,8.207467079,16.86926842,0,2.864642859,FALSE,1321,565
530,7.859382629,17.67779732,0,2.864642859,FALSE,1294,561
530,7.474657059,18.47784805,0,2.864642859,FALSE,1269,556
530,7.053291798,19.26828384,0,2.864642859,FALSE,1244,552
530,7.254814148,19.81880569,0,2.864642859,FALSE,1245,549
530,8.134185791,20.10824585,0,2.864642859,FALSE,1269,547
530,8.207467079,16.86926842,0,3.222723246,FALSE,1321,565
530,7.859382629,17.67779732,0,3.222723246,FALSE,1294,561
530,8.097545624,18.21348572,0,3.222723246,FALSE,1294,557
530,7.053291798,19.26828384,0,3.222723246,FALSE,1244,552
530,7.254814148,19.81880569,0,3.222723246,FALSE,1245,549
530,7.456336975,20.36932945,0,3.222723246,FALSE,1245,546
2302,0,24.62240028,0,-4.655044556,FALSE,1010,516
2302,-2.363310814,25.09762383,0,-4.655044556,FALSE,950,514
2302,-0.806090474,25.78229713,0,-4.655044556,FALSE,990,510
3088,3.627407312,19.00306129,0,5.729285717,FALSE,1130,541
3088,2.344990492,18.61278534,0,6.087366104,FALSE,1089,544
3088,2.418271542,19.19443512,0,6.087366104,FALSE,1089,539
3088,3.114440441,19.68759918,0,6.087366104,FALSE,1109,535
3088,2.418271542,19.19443512,0,6.445446491,FALSE,1089,539
970,0,33.41611481,0,0.716160715,FALSE,1010,509
970,2.857957125,6.428289413,0,-8.952009201,FALSE,1284,743
970,3.334283352,6.853140354,0,-8.952009201,FALSE,1311,725
970,3.590766907,7.380305767,0,-8.952009201,FALSE,1312,707
970,4.10373354,7.107875347,0,-8.952009201,FALSE,1368,716
970,3.297642708,6.214207649,0,-8.593928337,FALSE,1336,752
970,3.572446585,6.732058048,0,-8.593928337,FALSE,1338,731
970,3.847250223,7.249909401,0,-8.593928337,FALSE,1339,711
970,3.077799797,6.325975895,0,-8.235848427,FALSE,1309,747
970,3.572446585,6.732058048,0,-8.235848427,FALSE,1338,731
970,4.10373354,7.107875347,0,-8.235848427,FALSE,1368,716
970,4.396857262,7.615580082,0,-8.235848427,FALSE,1369,699
970,3.572446585,6.732058048,0,-7.87776804,FALSE,1338,731
970,4.10373354,7.107875347,0,-7.87776804,FALSE,1368,716
970,4.048772812,6.456811905,0,-7.519687653,FALSE,1396,742
970,1.190815449,7.527611732,0,-7.519687653,FALSE,1109,702
970,3.810609579,6.600169659,0,-7.161607265,FALSE,1366,736
970,1.190815449,7.527611732,0,-7.161607265,FALSE,1109,702
970,4.10373354,7.107875347,0,-7.161607265,FALSE,1368,716
976,-4.048772812,6.456811905,0,3.580803633,FALSE,638,829
976,-4.360217094,6.953490257,0,3.580803633,FALSE,636,803
976,-4.946464539,7.270618916,0,3.580803633,FALSE,603,788
976,-3.517485619,6.09246397,0,3.93888402,FALSE,670,850
976,-3.572446585,6.732058048,0,3.93888402,FALSE,695,814
976,-4.10373354,7.107875347,0,3.93888402,FALSE,665,795
976,-4.6716609,7.450167656,0,3.93888402,FALSE,634,780
976,-4.983104706,8.630990982,0,3.93888402,FALSE,659,735
976,-5.276228428,9.138695717,0,3.93888402,FALSE,658,719
976,-4.873183727,10.01612854,0,3.93888402,FALSE,712,695
976,-3.297642708,6.214207649,0,4.296964169,FALSE,697,843
976,-3.810609579,6.600169659,0,4.296964169,FALSE,668,821
976,-3.847250223,7.249909401,0,4.296964169,FALSE,692,789
976,-4.983104706,8.630990982,0,4.296964169,FALSE,659,735
976,-4.946464062,9.321310997,0,4.296964169,FALSE,686,714
976,-4.873183727,10.01612854,0,4.296964169,FALSE,712,695
976,-2.564833403,11.44098568,0,4.655044556,FALSE,871,664
976,-6.595285892,9.694159508,0,4.655044556,FALSE,594,704
976,-1.374017954,14.59164143,0,4.655044556,FALSE,951,615
976,0,22.27741051,0,4.655044556,FALSE,1010,552
976,-0.714489281,22.85249138,0,4.655044556,FALSE,990,549
976,-1.465619087,23.40406036,0,4.655044556,FALSE,970,547
976,-2.564833403,11.44098568,0,5.013124943,FALSE,871,664
976,-2.693074942,12.01303387,0,5.013124943,FALSE,871,653
976,-2.015226126,12.73903465,0,5.013124943,FALSE,912,641
976,-2.528192759,13.24455643,0,5.013124943,FALSE,891,633
976,-1.685461879,13.37793922,0,5.013124943,FALSE,931,631
976,-0.879371405,14.04243565,0,5.013124943,FALSE,971,622
976,-0.91601193,14.62753677,0,5.013124943,FALSE,971,615
976,-1.428978562,15.17530727,0,5.013124943,FALSE,951,608
976,-0.476326197,15.23499393,0,5.013124943,FALSE,991,607
976,-1.48393929,15.75897217,0,5.013124943,FALSE,951,601
976,0,22.27741051,0,5.013124943,FALSE,1010,552
976,-0.714489281,22.85249138,0,5.013124943,FALSE,990,549
976,-1.465619087,23.40406036,0,5.013124943,FALSE,970,547
976,-0.879371405,14.04243565,0,5.37120533,FALSE,971,622
976,-1.374017954,14.59164143,0,5.37120533,FALSE,951,615
976,-1.428978562,15.17530727,0,5.37120533,FALSE,951,608
976,-1.97858572,15.70453739,0,5.37120533,FALSE,931,602
976,0,16.41493416,0,5.37120533,FALSE,1010,595
976,0,22.27741051,0,5.37120533,FALSE,1010,552
976,0,22.863657,0,5.37120533,FALSE,1010,549
1377,0,12.89744759,0,-6.445446491,FALSE,1010,601
1377,0,11.13870525,0,-6.087366104,FALSE,1010,631
1377,0,11.7249527,0,-6.087366104,FALSE,1010,620
1377,0,12.31120014,0,-6.087366104,FALSE,1010,610
1377,0,12.89744759,0,-6.087366104,FALSE,1010,601
1377,0.806090474,12.87223244,0,-6.087366104,FALSE,1049,602
1377,0.366404772,11.71922684,0,-5.729285717,FALSE,1029,620
1377,0,12.31120014,0,-5.729285717,FALSE,1010,610
1377,1.154175043,12.25697803,0,-5.729285717,FALSE,1068,611
1377,0.98929286,10.50598145,0,-5.37120533,FALSE,1068,644
1377,1.044253588,11.08964729,0,-5.37120533,FALSE,1068,631
1377,1.740422726,11.00189495,0,-5.37120533,FALSE,1107,634
3210,-4.360217094,6.953490257,0,10.02624989,FALSE,622,722
3210,-4.6716609,7.450167656,0,10.02624989,FALSE,620,704
3523,0,15.24243832,0,6.087366104,FALSE,1010,607
3523,-5.715914249,14.13011837,0,6.087366104,FALSE,757,621
3523,0.49464643,15.82095528,0,6.087366104,FALSE,1030,601
3523,-4.451817989,15.18975353,0,6.087366104,FALSE,826,608
3523,0,16.41493416,0,6.087366104,FALSE,1010,595
3523,-4.10373354,15.89369202,0,6.087366104,FALSE,848,600
3523,0,17.00118065,0,6.087366104,FALSE,1010,589
3523,0,17.58742905,0,6.087366104,FALSE,1010,584
3523,0,18.17367554,0,6.087366104,FALSE,1010,580
3523,0.586247623,18.75076103,0,6.087366104,FALSE,1030,575
3523,0,19.34617233,0,6.087366104,FALSE,1010,571
3523,0,22.863657,0,6.087366104,FALSE,1010,549
3523,0,23.4499054,0,6.087366104,FALSE,1010,546
3523,0,15.24243832,0,6.445446491,FALSE,1010,607
3523,-1.428978562,15.17530727,0,6.445446491,FALSE,951,608
3523,0,15.82868576,0,6.445446491,FALSE,1010,601
3523,0,16.41493416,0,6.445446491,FALSE,1010,595
3523,0.531286895,16.99287796,0,6.445446491,FALSE,1030,589
3523,-0.531286895,16.99287796,0,6.445446491,FALSE,991,589
3523,0,17.58742905,0,6.445446491,FALSE,1010,584
3523,0,18.17367554,0,6.445446491,FALSE,1010,580
3523,0,18.75992393,0,6.445446491,FALSE,1010,575
3523,0.604567885,19.33672333,0,6.445446491,FALSE,1030,571
3523,0,22.863657,0,6.445446491,FALSE,1010,549
3523,0,23.4499054,0,6.445446491,FALSE,1010,546
3523,1.612180948,25.74446487,0,6.445446491,FALSE,1050,536
3523,3.297642946,26.17422867,0,6.445446491,FALSE,1091,534
3523,-7.328095436,12.69263268,0,7.161607265,FALSE,651,642
3523,-7.328095436,12.69263268,0,7.519687653,FALSE,651,642
3523,-7.621219158,13.20033932,0,7.519687653,FALSE,650,634
3523,-7.328095436,12.69263268,0,7.87776804,FALSE,651,642
3523,-7.621219158,13.20033932,0,7.87776804,FALSE,650,634
3687,0.952652395,30.46998787,0,-21.12674141,FALSE,1031,529
3687,0,30.48487663,0,-20.7686615,FALSE,1010,529
3687,0,31.07112312,0,-20.7686615,FALSE,1010,527
3735,-3.810609579,14.75842762,0,7.519687653,FALSE,850,592
3735,-3.95717144,15.32605839,0,7.519687653,FALSE,849,586
2577,0,18.75992393,0,5.37120533,FALSE,1010,552
2577,1.209135771,19.30834961,0,5.37120533,FALSE,1049,548
2577,0.622888088,19.92268372,0,5.37120533,FALSE,1030,543
2577,0.641208351,20.50864601,0,5.37120533,FALSE,1030,539
2577,0.586247623,18.75076103,0,5.729285717,FALSE,1030,552
2577,0.604567885,19.33672333,0,5.729285717,FALSE,1030,547
2577,0.622888088,19.92268372,0,5.729285717,FALSE,1030,543
2577,0.641208351,20.50864601,0,5.729285717,FALSE,1030,539
2577,0,18.75992393,0,6.087366104,FALSE,1010,552
2577,0.604567885,19.33672333,0,6.087366104,FALSE,1030,547
2577,0.622888088,19.92268372,0,6.087366104,FALSE,1030,543
2577,0,20.51866722,0,6.087366104,FALSE,1010,539
2577,0,19.93241882,0,6.445446491,FALSE,1010,543
3854,-4.396857262,8.285610199,0,2.506562471,FALSE,690,702
3854,-4.983104706,8.630990982,0,2.506562471,FALSE,661,692
3854,-4.048772812,9.106742859,0,2.506562471,FALSE,740,677
3854,-4.689980984,8.123285294,0,2.864642859,FALSE,663,707
3854,-4.360216618,8.961798668,0,2.864642859,FALSE,715,682
3854,-4.286935806,9.64243412,0,2.864642859,FALSE,739,663
3854,-4.396857262,8.285610199,0,3.222723246,FALSE,690,702
3854,-4.048772812,9.106742859,0,3.222723246,FALSE,740,677
3854,-3.95717144,9.782389641,0,3.222723246,FALSE,763,660
3854,0,12.89744759,0,6.087366104,FALSE,1010,601
3854,-0.384725004,12.30518723,0,6.445446491,FALSE,991,610
3854,-0.806090474,12.87223244,0,6.445446491,FALSE,971,602
521,6.540325165,7.519938946,0,0.716160715,FALSE,1529,730
521,6.925049782,7.96228838,0,0.716160715,FALSE,1532,713
521,5.862476349,10.15410709,0,2.506562471,FALSE,1363,651
521,4.763261795,10.71381664,0,2.864642859,FALSE,1283,639
521,3.38924408,21.42474174,0,-4.655044556,FALSE,1111,526
521,2.784676313,22.10268211,0,-4.655044556,FALSE,1091,523
521,2.857957125,22.68433189,0,-4.655044556,FALSE,1091,520
521,2.784676313,22.10268211,0,-4.296964169,FALSE,1091,523
521,2.857957125,22.68433189,0,-4.296964169,FALSE,1091,520
1477,-9.031877518,14.40365601,0,-3.580803633,FALSE,623,589
1477,-3.572446585,6.732058048,0,-1.432321429,FALSE,707,792
1477,-2.748035908,5.178506374,0,-1.074241042,FALSE,719,894
1477,-3.022839308,5.696356773,0,-1.074241042,FALSE,714,855
1477,-0.604567885,6.420321941,0,-1.074241042,FALSE,957,809
1477,-2.857957125,6.428289413,0,-1.074241042,FALSE,758,809
1477,-0.219842851,7.031535149,0,-1.074241042,FALSE,992,777
1477,-3.334283352,6.853140354,0,-1.074241042,FALSE,731,786
1477,-4.10373354,7.107875347,0,-1.074241042,FALSE,677,773
1477,-1.282416701,8.106658936,0,-1.074241042,FALSE,918,731
1477,-4.6716609,7.450167656,0,-1.074241042,FALSE,647,758
1477,-2.748035908,5.178506374,0,-0.716160715,FALSE,719,894
1477,-3.022839308,5.696356773,0,-0.716160715,FALSE,714,855
1477,-0.806090474,6.398144722,0,-0.716160715,FALSE,939,810
1477,-2.857957125,6.428289413,0,-0.716160715,FALSE,758,809
1477,0.879371405,6.979794502,0,-0.716160715,FALSE,1082,780
1477,-3.334283352,6.853140354,0,-0.716160715,FALSE,731,786
1477,-0.476326197,7.606319427,0,-0.716160715,FALSE,973,751
1477,-3.847250223,7.249909401,0,-0.716160715,FALSE,704,767
